Fund Holdings as of,"30 mar. 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"WBD","WARNER BROS. DISCOVERY INC SERIES","Comunicação","Equity","156 017 351,07","0,12","156 017 351,07","5 759 223,00","27,09","Estados Unidos","NASDAQ","USD"
"ITW","ILLINOIS TOOL INC","Bens Industriais","Equity","155 745 074,32","0,12","155 745 074,32","607 928,00","256,19","Estados Unidos","New York Stock Exchange Inc.","USD"
"ECL","ECOLAB INC","Materiais","Equity","155 393 817,51","0,12","155 393 817,51","591 999,00","262,49","Estados Unidos","New York Stock Exchange Inc.","USD"
"MCO","MOODYS CORP","Produtos financeiros","Equity","153 748 448,90","0,12","153 748 448,90","355 858,00","432,05","Estados Unidos","New York Stock Exchange Inc.","USD"
"KMI","KINDER MORGAN INC","Energia","Equity","152 716 688,90","0,12","152 716 688,90","4 538 386,00","33,65","Estados Unidos","New York Stock Exchange Inc.","USD"
"GM","GENERAL MOTORS","Consumo discricionário","Equity","152 458 757,40","0,12","152 458 757,40","2 095 365,00","72,76","Estados Unidos","New York Stock Exchange Inc.","USD"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumo discricionário","Equity","152 422 881,53","0,12","152 422 881,53","583 169,00","261,37","Estados Unidos","New York Stock Exchange Inc.","USD"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materiais","Equity","150 369 737,52","0,12","150 369 737,52","515 742,00","291,56","Estados Unidos","New York Stock Exchange Inc.","USD"
"TDG","TRANSDIGM GROUP INC","Bens Industriais","Equity","148 130 857,28","0,12","148 130 857,28","130 756,00","1 132,88","Estados Unidos","New York Stock Exchange Inc.","USD"
"LHX","L3HARRIS TECHNOLOGIES INC","Bens Industriais","Equity","147 166 234,83","0,12","147 166 234,83","432 931,00","339,93","Estados Unidos","New York Stock Exchange Inc.","USD"
"NSC","NORFOLK SOUTHERN CORP","Bens Industriais","Equity","146 700 361,98","0,12","146 700 361,98","519 606,00","282,33","Estados Unidos","New York Stock Exchange Inc.","USD"
"TRV","TRAVELERS COMPANIES INC","Produtos financeiros","Equity","146 267 479,50","0,12","146 267 479,50","501 225,00","291,82","Estados Unidos","New York Stock Exchange Inc.","USD"
"SRE","SEMPRA","Serviços públicos","Equity","145 971 591,48","0,12","145 971 591,48","1 511 406,00","96,58","Estados Unidos","New York Stock Exchange Inc.","USD"
"ELV","ELEVANCE HEALTH INC","Cuidados de saúde","Equity","145 701 981,48","0,12","145 701 981,48","511 612,00","284,79","Estados Unidos","New York Stock Exchange Inc.","USD"
"KKR","KKR AND CO INC","Produtos financeiros","Equity","144 129 350,52","0,11","144 129 350,52","1 595 057,00","90,36","Estados Unidos","New York Stock Exchange Inc.","USD"
"NKE","NIKE INC CLASS B","Consumo discricionário","Equity","141 565 615,80","0,11","141 565 615,80","2 762 795,00","51,24","Estados Unidos","New York Stock Exchange Inc.","USD"
"COR","CENCORA INC","Cuidados de saúde","Equity","139 766 962,59","0,11","139 766 962,59","450 963,00","309,93","Estados Unidos","New York Stock Exchange Inc.","USD"
"BKR","BAKER HUGHES CLASS A","Energia","Equity","139 303 925,52","0,11","139 303 925,52","2 295 714,00","60,68","Estados Unidos","NASDAQ","USD"
"SPG","SIMON PROPERTY GROUP REIT INC","Imobiliário","Equity","137 938 839,85","0,11","137 938 839,85","756 451,00","182,35","Estados Unidos","New York Stock Exchange Inc.","USD"
"PCAR","PACCAR INC","Bens Industriais","Equity","137 402 799,48","0,11","137 402 799,48","1 221 684,00","112,47","Estados Unidos","NASDAQ","USD"
"OKE","ONEOK INC","Energia","Equity","136 014 609,92","0,11","136 014 609,92","1 463 152,00","92,96","Estados Unidos","New York Stock Exchange Inc.","USD"
"TEL","TE CONNECTIVITY PLC","Tecnologia de informação","Equity","135 114 928,00","0,11","135 114 928,00","680 200,00","198,64","Estados Unidos","New York Stock Exchange Inc.","USD"
"CTAS","CINTAS CORP","Bens Industriais","Equity","132 885 696,06","0,11","132 885 696,06","787 891,00","168,66","Estados Unidos","NASDAQ","USD"
"DLR","DIGITAL REALTY TRUST REIT INC","Imobiliário","Equity","131 121 178,92","0,10","131 121 178,92","748 494,00","175,18","Estados Unidos","New York Stock Exchange Inc.","USD"
"TFC","TRUIST FINANCIAL CORP","Produtos financeiros","Equity","130 632 888,96","0,10","130 632 888,96","2 926 364,00","44,64","Estados Unidos","New York Stock Exchange Inc.","USD"
"O","REALTY INCOME REIT CORP","Imobiliário","Equity","130 404 943,30","0,10","130 404 943,30","2 132 542,00","61,15","Estados Unidos","New York Stock Exchange Inc.","USD"
"CTVA","CORTEVA INC","Materiais","Equity","129 309 510,75","0,10","129 309 510,75","1 558 885,00","82,95","Estados Unidos","New York Stock Exchange Inc.","USD"
"AJG","ARTHUR J GALLAGHER","Produtos financeiros","Equity","128 861 252,10","0,10","128 861 252,10","596 718,00","215,95","Estados Unidos","New York Stock Exchange Inc.","USD"
"AZO","AUTOZONE INC","Consumo discricionário","Equity","128 332 328,94","0,10","128 332 328,94","38 394,00","3 342,51","Estados Unidos","New York Stock Exchange Inc.","USD"
"DASH","DOORDASH INC CLASS A","Consumo discricionário","Equity","128 194 717,22","0,10","128 194 717,22","866 122,00","148,01","Estados Unidos","NASDAQ","USD"
"ALL","ALLSTATE CORP","Produtos financeiros","Equity","124 914 374,55","0,10","124 914 374,55","602 665,00","207,27","Estados Unidos","New York Stock Exchange Inc.","USD"
"TGT","TARGET CORP","Bens de primeira necessidade","Equity","124 667 211,92","0,10","124 667 211,92","1 049 564,00","118,78","Estados Unidos","New York Stock Exchange Inc.","USD"
"TRGP","TARGA RESOURCES CORP","Energia","Equity","123 664 181,85","0,10","123 664 181,85","498 465,00","248,09","Estados Unidos","New York Stock Exchange Inc.","USD"
"D","DOMINION ENERGY INC","Serviços públicos","Equity","122 800 758,88","0,10","122 800 758,88","1 985 782,00","61,84","Estados Unidos","New York Stock Exchange Inc.","USD"
"ABNB","AIRBNB INC CLASS A","Consumo discricionário","Equity","120 767 255,00","0,10","120 767 255,00","981 050,00","123,10","Estados Unidos","NASDAQ","USD"
"FAST","FASTENAL","Bens Industriais","Equity","119 961 807,36","0,10","119 961 807,36","2 658 728,00","45,12","Estados Unidos","NASDAQ","USD"
"CIEN","CIENA CORP","Tecnologia de informação","Equity","119 440 410,00","0,09","119 440 410,00","327 234,00","365,00","Estados Unidos","New York Stock Exchange Inc.","USD"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Produtos financeiros","Equity","118 780 294,32","0,09","118 780 294,32","1 822 902,00","65,16","Estados Unidos","NASDAQ","USD"
"APO","APOLLO GLOBAL MANAGEMENT INC","Produtos financeiros","Equity","118 365 353,10","0,09","118 365 353,10","1 076 538,00","109,95","Estados Unidos","New York Stock Exchange Inc.","USD"
"MNST","MONSTER BEVERAGE CORP","Bens de primeira necessidade","Equity","117 914 497,12","0,09","117 914 497,12","1 653 316,00","71,32","Estados Unidos","NASDAQ","USD"
"AFL","AFLAC INC","Produtos financeiros","Equity","117 045 132,16","0,09","117 045 132,16","1 082 048,00","108,17","Estados Unidos","New York Stock Exchange Inc.","USD"
"FTNT","FORTINET INC","Tecnologia de informação","Equity","115 832 676,45","0,09","115 832 676,45","1 465 309,00","79,05","Estados Unidos","NASDAQ","USD"
"ADSK","AUTODESK INC","Tecnologia de informação","Equity","115 819 279,68","0,09","115 819 279,68","491 426,00","235,68","Estados Unidos","NASDAQ","USD"
"EXC","EXELON CORP","Serviços públicos","Equity","115 449 506,85","0,09","115 449 506,85","2 350 835,00","49,11","Estados Unidos","NASDAQ","USD"
"ETR","ENTERGY CORP","Serviços públicos","Equity","115 442 871,84","0,09","115 442 871,84","1 039 464,00","111,06","Estados Unidos","New York Stock Exchange Inc.","USD"
"ZTS","ZOETIS INC CLASS A","Cuidados de saúde","Equity","113 828 556,01","0,09","113 828 556,01","978 497,00","116,33","Estados Unidos","New York Stock Exchange Inc.","USD"
"DELL","DELL TECHNOLOGIES INC CLASS C","Tecnologia de informação","Equity","113 430 322,16","0,09","113 430 322,16","688 876,00","164,66","Estados Unidos","New York Stock Exchange Inc.","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Tecnologia de informação","Equity","113 153 160,26","0,09","113 153 160,26","112 889,00","1 002,34","Estados Unidos","NASDAQ","USD"
"CAH","CARDINAL HEALTH INC","Cuidados de saúde","Equity","112 538 391,42","0,09","112 538 391,42","545 482,00","206,31","Estados Unidos","New York Stock Exchange Inc.","USD"
"AME","AMETEK INC","Bens Industriais","Equity","111 454 612,56","0,09","111 454 612,56","534 888,00","208,37","Estados Unidos","New York Stock Exchange Inc.","USD"
"USD","USD CASH","Caixa e/ou Derivativos","Cash","110 793 386,85","0,09","110 793 386,85","110 793 387,00","100,00","Estados Unidos","-","USD"
"OXY","OCCIDENTAL PETROLEUM CORP","Energia","Equity","110 626 629,12","0,09","110 626 629,12","1 670 088,00","66,24","Estados Unidos","New York Stock Exchange Inc.","USD"
"NXPI","NXP SEMICONDUCTORS NV","Tecnologia de informação","Equity","109 427 889,62","0,09","109 427 889,62","583 958,00","187,39","Estados Unidos","NASDAQ","USD"
"VST","VISTRA CORP","Serviços públicos","Equity","108 832 881,00","0,09","108 832 881,00","737 650,00","147,54","Estados Unidos","New York Stock Exchange Inc.","USD"
"XEL","XCEL ENERGY INC","Serviços públicos","Equity","108 443 700,26","0,09","108 443 700,26","1 369 844,00","79,17","Estados Unidos","NASDAQ","USD"
"LITE","LUMENTUM HOLDINGS INC","Tecnologia de informação","Equity","108 382 150,38","0,09","108 382 150,38","165 522,00","654,79","Estados Unidos","NASDAQ","USD"
"GWW","WW GRAINGER INC","Bens Industriais","Equity","107 488 614,62","0,09","107 488 614,62","101 671,00","1 057,22","Estados Unidos","New York Stock Exchange Inc.","USD"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Tecnologia de informação","Equity","107 317 587,63","0,09","107 317 587,63","398 343,00","269,41","Estados Unidos","New York Stock Exchange Inc.","USD"
"EW","EDWARDS LIFESCIENCES CORP","Cuidados de saúde","Equity","106 961 526,00","0,08","106 961 526,00","1 345 428,00","79,50","Estados Unidos","New York Stock Exchange Inc.","USD"
"EA","ELECTRONIC ARTS INC","Comunicação","Equity","105 656 055,46","0,08","105 656 055,46","521 578,00","202,57","Estados Unidos","NASDAQ","USD"
"URI","UNITED RENTALS INC","Bens Industriais","Equity","104 230 698,60","0,08","104 230 698,60","146 010,00","713,86","Estados Unidos","New York Stock Exchange Inc.","USD"
"FIX","COMFORT SYSTEMS USA INC","Bens Industriais","Equity","103 836 741,26","0,08","103 836 741,26","81 557,00","1 273,18","Estados Unidos","New York Stock Exchange Inc.","USD"
"RSG","REPUBLIC SERVICES INC","Bens Industriais","Equity","103 387 340,08","0,08","103 387 340,08","466 381,00","221,68","Estados Unidos","New York Stock Exchange Inc.","USD"
"IDXX","IDEXX LABORATORIES INC","Cuidados de saúde","Equity","103 231 005,36","0,08","103 231 005,36","185 304,00","557,09","Estados Unidos","NASDAQ","USD"
"BDX","BECTON DICKINSON","Cuidados de saúde","Equity","102 101 432,91","0,08","102 101 432,91","660 039,00","154,69","Estados Unidos","New York Stock Exchange Inc.","USD"
"F","FORD MOTOR CO","Consumo discricionário","Equity","101 354 015,53","0,08","101 354 015,53","9 041 393,00","11,21","Estados Unidos","New York Stock Exchange Inc.","USD"
"TER","TERADYNE INC","Tecnologia de informação","Equity","100 341 026,90","0,08","100 341 026,90","363 094,00","276,35","Estados Unidos","NASDAQ","USD"
"KR","KROGER","Bens de primeira necessidade","Equity","99 488 015,08","0,08","99 488 015,08","1 349 539,00","73,72","Estados Unidos","New York Stock Exchange Inc.","USD"
"YUM","YUM BRANDS INC","Consumo discricionário","Equity","99 433 833,90","0,08","99 433 833,90","643 210,00","154,59","Estados Unidos","New York Stock Exchange Inc.","USD"
"CARR","CARRIER GLOBAL CORP","Bens Industriais","Equity","98 999 670,96","0,08","98 999 670,96","1 821 186,00","54,36","Estados Unidos","New York Stock Exchange Inc.","USD"
"PSA","PUBLIC STORAGE REIT","Imobiliário","Equity","97 458 871,57","0,08","97 458 871,57","367 589,00","265,13","Estados Unidos","New York Stock Exchange Inc.","USD"
"COHR","COHERENT CORP","Tecnologia de informação","Equity","95 469 554,60","0,08","95 469 554,60","434 644,00","219,65","Estados Unidos","New York Stock Exchange Inc.","USD"
"CVNA","CARVANA CLASS A","Consumo discricionário","Equity","95 375 130,00","0,08","95 375 130,00","327 975,00","290,80","Estados Unidos","New York Stock Exchange Inc.","USD"
"PYPL","PAYPAL HOLDINGS INC","Produtos financeiros","Equity","95 326 986,09","0,08","95 326 986,09","2 134 027,00","44,67","Estados Unidos","NASDAQ","USD"
"ED","CONSOLIDATED EDISON INC","Serviços públicos","Equity","95 147 816,80","0,08","95 147 816,80","839 120,00","113,39","Estados Unidos","New York Stock Exchange Inc.","USD"
"DAL","DELTA AIR LINES INC","Bens Industriais","Equity","94 930 210,62","0,08","94 930 210,62","1 502 298,00","63,19","Estados Unidos","New York Stock Exchange Inc.","USD"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Serviços públicos","Equity","94 566 471,27","0,08","94 566 471,27","1 161 893,00","81,39","Estados Unidos","New York Stock Exchange Inc.","USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumo discricionário","Equity","94 071 136,36","0,07","94 071 136,36","3 018 971,00","31,16","Estados Unidos","New York Stock Exchange Inc.","USD"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Bens Industriais","Equity","93 708 691,23","0,07","93 708 691,23","394 779,00","237,37","Estados Unidos","New York Stock Exchange Inc.","USD"
"FITB","FIFTH THIRD BANCORP","Produtos financeiros","Equity","93 326 198,92","0,07","93 326 198,92","2 088 769,00","44,68","Estados Unidos","NASDAQ","USD"
"EQT","EQT CORP","Energia","Equity","93 142 478,16","0,07","93 142 478,16","1 445 414,00","64,44","Estados Unidos","New York Stock Exchange Inc.","USD"
"AMP","AMERIPRISE FINANCE INC","Produtos financeiros","Equity","92 776 610,73","0,07","92 776 610,73","211 611,00","438,43","Estados Unidos","New York Stock Exchange Inc.","USD"
"EBAY","EBAY INC","Consumo discricionário","Equity","92 214 061,68","0,07","92 214 061,68","1 047 768,00","88,01","Estados Unidos","NASDAQ","USD"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Produtos financeiros","Equity","91 973 062,00","0,07","91 973 062,00","1 242 040,00","74,05","Estados Unidos","New York Stock Exchange Inc.","USD"
"ROK","ROCKWELL AUTOMATION INC","Bens Industriais","Equity","91 038 130,71","0,07","91 038 130,71","261 221,00","348,51","Estados Unidos","New York Stock Exchange Inc.","USD"
"MSCI","MSCI INC","Produtos financeiros","Equity","90 590 865,36","0,07","90 590 865,36","170 322,00","531,88","Estados Unidos","New York Stock Exchange Inc.","USD"
"CBRE","CBRE GROUP INC CLASS A","Imobiliário","Equity","89 673 251,64","0,07","89 673 251,64","673 526,00","133,14","Estados Unidos","New York Stock Exchange Inc.","USD"
"FANG","DIAMONDBACK ENERGY INC","Energia","Equity","89 364 689,00","0,07","89 364 689,00","449 860,00","198,65","Estados Unidos","NASDAQ","USD"
"PCG","PG&E CORP","Serviços públicos","Equity","88 929 954,48","0,07","88 929 954,48","5 087 526,00","17,48","Estados Unidos","New York Stock Exchange Inc.","USD"
"VTR","VENTAS REIT INC","Imobiliário","Equity","88 887 689,66","0,07","88 887 689,66","1 089 043,00","81,62","Estados Unidos","New York Stock Exchange Inc.","USD"
"NUE","NUCOR CORP","Materiais","Equity","87 594 280,00","0,07","87 594 280,00","531 680,00","164,75","Estados Unidos","New York Stock Exchange Inc.","USD"
"DDOG","DATADOG INC CLASS A","Tecnologia de informação","Equity","87 364 631,99","0,07","87 364 631,99","754 379,00","115,81","Estados Unidos","NASDAQ","USD"
"WEC","WEC ENERGY GROUP INC","Serviços públicos","Equity","87 116 822,10","0,07","87 116 822,10","755 370,00","115,33","Estados Unidos","New York Stock Exchange Inc.","USD"
"ROP","ROPER TECHNOLOGIES INC","Tecnologia de informação","Equity","86 960 337,49","0,07","86 960 337,49","247 078,00","351,95","Estados Unidos","NASDAQ","USD"
"NDAQ","NASDAQ INC","Produtos financeiros","Equity","86 938 891,20","0,07","86 938 891,20","1 040 935,00","83,52","Estados Unidos","NASDAQ","USD"
"MET","METLIFE INC","Produtos financeiros","Equity","86 941 025,76","0,07","86 941 025,76","1 273 488,00","68,27","Estados Unidos","New York Stock Exchange Inc.","USD"
"HIG","HARTFORD INSURANCE GROUP INC","Produtos financeiros","Equity","86 850 659,92","0,07","86 850 659,92","646 018,00","134,44","Estados Unidos","New York Stock Exchange Inc.","USD"
"GRMN","GARMIN LTD","Consumo discricionário","Equity","85 651 514,00","0,07","85 651 514,00","378 989,00","226,00","Estados Unidos","New York Stock Exchange Inc.","USD"
"KDP","KEURIG DR PEPPER INC","Bens de primeira necessidade","Equity","83 247 090,10","0,07","83 247 090,10","3 147 338,00","26,45","Estados Unidos","NASDAQ","USD"
"COIN","COINBASE GLOBAL INC CLASS A","Produtos financeiros","Equity","83 126 982,89","0,07","83 126 982,89","516 991,00","160,79","Estados Unidos","NASDAQ","USD"
"DHI","D R HORTON INC","Consumo discricionário","Equity","82 768 828,37","0,07","82 768 828,37","624 529,00","132,53","Estados Unidos","New York Stock Exchange Inc.","USD"
"VMC","VULCAN MATERIALS","Materiais","Equity","82 020 785,22","0,07","82 020 785,22","307 263,00","266,94","Estados Unidos","New York Stock Exchange Inc.","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Bens Industriais","Equity","81 308 254,50","0,06","81 308 254,50","428 502,00","189,75","Estados Unidos","NASDAQ","USD"
"CCI","CROWN CASTLE INC","Imobiliário","Equity","80 259 990,72","0,06","80 259 990,72","1 007 279,00","79,68","Estados Unidos","New York Stock Exchange Inc.","USD"
"MLM","MARTIN MARIETTA MATERIALS INC","Materiais","Equity","80 161 569,63","0,06","80 161 569,63","139 759,00","573,57","Estados Unidos","New York Stock Exchange Inc.","USD"
"STT","STATE STREET CORP","Produtos financeiros","Equity","79 924 200,18","0,06","79 924 200,18","647 579,00","123,42","Estados Unidos","New York Stock Exchange Inc.","USD"
"ADM","ARCHER DANIELS MIDLAND","Bens de primeira necessidade","Equity","79 452 075,50","0,06","79 452 075,50","1 107 346,00","71,75","Estados Unidos","New York Stock Exchange Inc.","USD"
"ACGL","ARCH CAPITAL GROUP LTD","Produtos financeiros","Equity","79 233 313,74","0,06","79 233 313,74","828 627,00","95,62","Estados Unidos","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Comunicação","Equity","77 539 962,60","0,06","77 539 962,60","401 595,00","193,08","Estados Unidos","NASDAQ","USD"
"HAL","HALLIBURTON","Energia","Equity","76 702 929,42","0,06","76 702 929,42","1 953 717,00","39,26","Estados Unidos","New York Stock Exchange Inc.","USD"
"SYY","SYSCO CORP","Bens de primeira necessidade","Equity","76 648 849,20","0,06","76 648 849,20","1 106 044,00","69,30","Estados Unidos","New York Stock Exchange Inc.","USD"
"KVUE","KENVUE INC","Bens de primeira necessidade","Equity","76 431 919,44","0,06","76 431 919,44","4 433 406,00","17,24","Estados Unidos","New York Stock Exchange Inc.","USD"
"PRU","PRUDENTIAL FINANCIAL INC","Produtos financeiros","Equity","76 213 236,80","0,06","76 213 236,80","806 660,00","94,48","Estados Unidos","New York Stock Exchange Inc.","USD"
"AXON","AXON ENTERPRISE INC","Bens Industriais","Equity","76 048 295,26","0,06","76 048 295,26","183 218,00","415,07","Estados Unidos","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Tecnologia de informação","Equity","75 385 570,26","0,06","75 385 570,26","1 255 171,00","60,06","Estados Unidos","NASDAQ","USD"
"KMB","KIMBERLY CLARK CORP","Bens de primeira necessidade","Equity","74 241 432,65","0,06","74 241 432,65","770 539,00","96,35","Estados Unidos","NASDAQ","USD"
"RMD","RESMED INC","Cuidados de saúde","Equity","74 090 701,90","0,06","74 090 701,90","336 730,00","220,03","Estados Unidos","New York Stock Exchange Inc.","USD"
"DVN","DEVON ENERGY CORP","Energia","Equity","74 072 107,20","0,06","74 072 107,20","1 437 735,00","51,52","Estados Unidos","New York Stock Exchange Inc.","USD"
"A","AGILENT TECHNOLOGIES INC","Cuidados de saúde","Equity","73 700 675,83","0,06","73 700 675,83","657 983,00","112,01","Estados Unidos","New York Stock Exchange Inc.","USD"
"HSY","HERSHEY FOODS","Bens de primeira necessidade","Equity","72 932 023,10","0,06","72 932 023,10","341 522,00","213,55","Estados Unidos","New York Stock Exchange Inc.","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Cuidados de saúde","Equity","72 734 590,50","0,06","72 734 590,50","1 057 650,00","68,77","Estados Unidos","NASDAQ","USD"
"EME","EMCOR GROUP INC","Bens Industriais","Equity","72 711 081,00","0,06","72 711 081,00","103 710,00","701,10","Estados Unidos","New York Stock Exchange Inc.","USD"
"XYZ","BLOCK INC CLASS A","Produtos financeiros","Equity","72 589 038,66","0,06","72 589 038,66","1 272 822,00","57,03","Estados Unidos","New York Stock Exchange Inc.","USD"
"ATO","ATMOS ENERGY CORP","Serviços públicos","Equity","70 950 359,48","0,06","70 950 359,48","383 474,00","185,02","Estados Unidos","New York Stock Exchange Inc.","USD"
"HBAN","HUNTINGTON BANCSHARES INC","Produtos financeiros","Equity","70 914 226,40","0,06","70 914 226,40","4 721 320,00","15,02","Estados Unidos","NASDAQ","USD"
"MTB","M&T BANK CORP","Produtos financeiros","Equity","70 789 111,41","0,06","70 789 111,41","351 957,00","201,13","Estados Unidos","New York Stock Exchange Inc.","USD"
"DTE","DTE ENERGY","Serviços públicos","Equity","70 332 271,80","0,06","70 332 271,80","481 530,00","146,06","Estados Unidos","New York Stock Exchange Inc.","USD"
"AEE","AMEREN CORP","Serviços públicos","Equity","70 271 756,64","0,06","70 271 756,64","640 698,00","109,68","Estados Unidos","New York Stock Exchange Inc.","USD"
"NRG","NRG ENERGY INC","Serviços públicos","Equity","69 603 793,20","0,06","69 603 793,20","492 840,00","141,23","Estados Unidos","New York Stock Exchange Inc.","USD"
"PAYX","PAYCHEX INC","Bens Industriais","Equity","69 500 577,60","0,06","69 500 577,60","746 355,00","93,12","Estados Unidos","NASDAQ","USD"
"HPE","HEWLETT PACKARD ENTERPRISE","Tecnologia de informação","Equity","68 823 483,40","0,05","68 823 483,40","3 043 940,00","22,61","Estados Unidos","New York Stock Exchange Inc.","USD"
"OTIS","OTIS WORLDWIDE CORP","Bens Industriais","Equity","68 744 171,94","0,05","68 744 171,94","900 618,00","76,33","Estados Unidos","New York Stock Exchange Inc.","USD"
"DOW","DOW INC","Materiais","Equity","68 585 949,03","0,05","68 585 949,03","1 638 069,00","41,87","Estados Unidos","New York Stock Exchange Inc.","USD"
"CBOE","CBOE GLOBAL MARKETS INC","Produtos financeiros","Equity","68 062 247,70","0,05","68 062 247,70","241 099,00","282,30","Estados Unidos","Cboe BZX","USD"
"FISV","FISERV INC","Produtos financeiros","Equity","67 984 895,79","0,05","67 984 895,79","1 246 743,00","54,53","Estados Unidos","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Tecnologia de informação","Equity","67 650 572,16","0,05","67 650 572,16","1 107 936,00","61,06","Estados Unidos","NASDAQ","USD"
"CPRT","COPART INC","Bens Industriais","Equity","67 424 664,27","0,05","67 424 664,27","2 067 607,00","32,61","Estados Unidos","NASDAQ","USD"
"VICI","VICI PPTYS INC","Imobiliário","Equity","67 285 881,38","0,05","67 285 881,38","2 481 958,00","27,11","Estados Unidos","New York Stock Exchange Inc.","USD"
"IRM","IRON MOUNTAIN INC","Imobiliário","Equity","67 042 220,80","0,05","67 042 220,80","686 908,00","97,60","Estados Unidos","New York Stock Exchange Inc.","USD"
"WAT","WATERS CORP","Cuidados de saúde","Equity","66 592 056,30","0,05","66 592 056,30","226 990,00","293,37","Estados Unidos","New York Stock Exchange Inc.","USD"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Produtos financeiros","Equity","65 678 783,94","0,05","65 678 783,94","1 031 226,00","63,69","Estados Unidos","NASDAQ","USD"
"XYL","XYLEM INC","Bens Industriais","Equity","65 538 532,16","0,05","65 538 532,16","564 112,00","116,18","Estados Unidos","New York Stock Exchange Inc.","USD"
"IQV","IQVIA HOLDINGS INC","Cuidados de saúde","Equity","65 442 780,64","0,05","65 442 780,64","393 854,00","166,16","Estados Unidos","New York Stock Exchange Inc.","USD"
"PPL","PPL CORP","Serviços públicos","Equity","64 959 375,16","0,05","64 959 375,16","1 708 558,00","38,02","Estados Unidos","New York Stock Exchange Inc.","USD"
"CNP","CENTERPOINT ENERGY INC","Serviços públicos","Equity","64 932 353,94","0,05","64 932 353,94","1 510 406,00","42,99","Estados Unidos","New York Stock Exchange Inc.","USD"
"EIX","EDISON INTERNATIONAL","Serviços públicos","Equity","64 643 428,00","0,05","64 643 428,00","899 825,00","71,84","Estados Unidos","New York Stock Exchange Inc.","USD"
"TPR","TAPESTRY INC","Consumo discricionário","Equity","64 256 692,92","0,05","64 256 692,92","469 301,00","136,92","Estados Unidos","New York Stock Exchange Inc.","USD"
"UAL","UNITED AIRLINES HOLDINGS INC","Bens Industriais","Equity","63 894 292,45","0,05","63 894 292,45","749 845,00","85,21","Estados Unidos","NASDAQ","USD"
"CCL","CARNIVAL CORP","Consumo discricionário","Equity","63 874 125,40","0,05","63 874 125,40","2 665 865,00","23,96","Estados Unidos","New York Stock Exchange Inc.","USD"
"TDY","TELEDYNE TECHNOLOGIES INC","Tecnologia de informação","Equity","63 732 550,26","0,05","63 732 550,26","109 118,00","584,07","Estados Unidos","New York Stock Exchange Inc.","USD"
"WTW","WILLIS TOWERS WATSON PLC","Produtos financeiros","Equity","63 650 035,40","0,05","63 650 035,40","219 695,00","289,72","Estados Unidos","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Tecnologia de informação","Equity","63 580 445,04","0,05","63 580 445,04","493 752,00","128,77","Estados Unidos","NASDAQ","USD"
"IR","INGERSOLL RAND INC","Bens Industriais","Equity","63 477 115,74","0,05","63 477 115,74","825 021,00","76,94","Estados Unidos","New York Stock Exchange Inc.","USD"
"BIIB","BIOGEN INC","Cuidados de saúde","Equity","63 396 971,87","0,05","63 396 971,87","337 991,00","187,57","Estados Unidos","NASDAQ","USD"
"DOV","DOVER CORP","Bens Industriais","Equity","63 398 000,38","0,05","63 398 000,38","312 598,00","202,81","Estados Unidos","New York Stock Exchange Inc.","USD"
"EXR","EXTRA SPACE STORAGE REIT INC","Imobiliário","Equity","63 380 454,12","0,05","63 380 454,12","494 079,00","128,28","Estados Unidos","New York Stock Exchange Inc.","USD"
"CTRA","COTERRA ENERGY INC","Energia","Equity","63 119 402,01","0,05","63 119 402,01","1 757 711,00","35,91","Estados Unidos","New York Stock Exchange Inc.","USD"
"TPL","TEXAS PACIFIC LAND CORP","Energia","Equity","62 846 309,16","0,05","62 846 309,16","134 468,00","467,37","Estados Unidos","New York Stock Exchange Inc.","USD"
"AWK","AMERICAN WATER WORKS INC","Serviços públicos","Equity","62 826 600,32","0,05","62 826 600,32","452 576,00","138,82","Estados Unidos","New York Stock Exchange Inc.","USD"
"EXE","EXPAND ENERGY CORP","Energia","Equity","61 467 126,90","0,05","61 467 126,90","551 522,00","111,45","Estados Unidos","NASDAQ","USD"
"EXPE","EXPEDIA GROUP INC","Consumo discricionário","Equity","61 443 329,11","0,05","61 443 329,11","271 261,00","226,51","Estados Unidos","NASDAQ","USD"
